ph,tds,turbidity,orp,temperature,label,is_anomaly,is_spike
7.03,389.85,16.77,390.04,29.84,0,0,0
13.91,1365.33,935.2,18.07,75.09,0,1,1
6.66,208.61,28.23,313.56,26.47,0,0,0
6.51,717.78,281.1,327.76,22.06,1,0,1
7.27,373.98,31.76,385.52,20.94,0,0,0
7.43,313.92,22.67,335.28,26.03,0,0,0
10.4,1379.44,586.79,163.05,42.78,0,1,1
5.37,438.53,32.17,186.42,20.46,2,0,0
5.0,553.0,34.36,142.24,28.75,2,0,1
7.47,278.16,49.95,328.53,23.62,0,0,0
5.34,539.46,54.22,117.85,20.57,2,0,1
6.79,394.47,42.88,304.43,29.78,0,0,0
6.24,463.72,22.84,244.98,22.35,2,0,0
4.3,1645.07,644.76,788.12,81.88,0,1,1
7.01,382.25,4.23,326.48,24.44,0,0,0
7.16,670.63,158.41,293.31,20.43,1,0,1
6.22,492.48,47.39,283.02,29.16,2,0,0
4.77,400.22,60.8,128.86,23.78,2,0,0
7.49,266.85,41.43,360.15,26.94,0,0,0
6.2,521.58,222.39,380.61,22.64,1,0,1
6.63,381.81,12.97,322.58,21.15,0,0,0
6.21,461.65,79.57,123.49,26.49,2,0,0
7.4,217.62,7.55,338.57,27.51,0,0,0
4.68,518.07,25.67,102.47,28.67,2,0,1
5.63,583.2,67.46,185.44,28.08,2,0,1
7.04,322.96,8.55,345.86,29.91,0,0,0
0.24,1755.88,444.01,267.77,12.54,0,1,1
7.15,392.01,29.52,361.29,28.64,0,0,0
7.36,200.88,34.97,389.72,27.08,0,0,0
7.42,393.49,36.96,390.25,29.68,0,0,0
6.66,372.48,38.56,307.17,29.16,0,0,0
7.12,370.09,5.43,300.35,20.12,0,0,0
6.77,386.82,26.87,358.76,27.94,0,0,0
6.51,293.12,10.2,338.24,22.87,0,0,0
7.41,244.78,32.94,350.1,21.43,0,0,0
6.35,483.6,36.74,158.95,23.76,2,0,0
5.64,581.02,62.17,143.11,23.88,2,0,1
6.88,342.26,26.55,325.06,25.59,0,0,0
5.89,466.73,71.17,239.37,29.08,2,0,0
7.39,641.44,109.33,267.58,23.66,1,0,1
7.26,309.01,26.04,367.66,28.52,0,0,0
7.39,224.69,19.91,366.69,28.37,0,0,0
6.77,379.51,9.15,374.42,23.05,0,0,0
7.31,375.11,39.3,385.02,29.96,0,0,0
6.04,1580.43,725.02,462.4,82.13,0,1,1
7.39,1290.91,673.71,-351.88,51.02,0,1,1
4.87,508.1,61.52,124.74,25.29,2,0,1
0.08,1284.63,963.43,-310.21,20.46,0,1,1
7.37,357.59,27.64,321.39,20.64,0,0,0
6.99,375.33,44.33,340.05,21.16,0,0,0
6.75,212.5,17.03,320.66,24.18,0,0,0
6.34,514.29,297.81,366.22,20.3,1,0,1
4.69,432.34,61.33,222.46,27.32,2,0,0
4.05,490.47,79.5,187.02,26.02,2,0,0
7.49,232.74,11.63,366.85,22.24,0,0,0
7.02,273.21,39.67,382.34,25.16,0,0,0
6.82,209.46,1.48,370.86,26.44,0,0,0
6.57,326.85,25.74,350.28,25.71,0,0,0
7.0,1962.9,767.59,485.86,66.4,0,1,1
7.08,225.9,32.07,316.79,21.37,0,0,0
6.93,398.85,17.8,302.55,26.15,0,0,0
6.96,223.01,2.73,342.46,22.38,0,0,0
6.59,325.79,35.38,390.98,22.68,0,0,0
6.73,307.14,24.83,393.3,20.55,0,0,0
6.55,216.91,9.79,372.73,25.72,0,0,0
0.59,1814.9,496.46,-289.92,16.19,0,1,1
6.4,566.35,127.34,367.83,24.06,1,0,1
4.26,578.08,71.32,210.95,21.51,2,0,1
7.05,266.77,11.68,334.2,28.47,0,0,0
7.01,350.86,46.44,370.65,25.62,0,0,0
4.76,591.35,45.09,113.21,23.43,2,0,1
7.39,388.26,36.8,308.65,28.17,0,0,0
7.19,334.52,12.61,378.85,25.27,0,0,0
4.65,548.36,31.59,129.86,21.37,2,0,1
7.2,271.07,37.89,306.39,23.11,0,0,0
6.85,824.05,126.43,333.38,24.02,1,0,1
7.14,838.99,136.55,319.28,24.06,1,0,1
6.51,349.33,44.24,341.15,23.87,0,0,0
4.01,416.58,27.91,264.39,29.88,2,0,0
7.54,540.04,255.26,277.8,20.72,1,0,1
7.67,704.3,285.5,273.05,26.63,1,0,1
4.31,450.93,48.5,298.46,27.07,2,0,0
6.82,200.8,18.95,351.67,25.03,0,0,0
7.26,372.29,44.18,311.32,26.52,0,0,0
4.09,480.43,69.71,296.65,26.64,2,0,0
11.6,1388.03,442.23,501.69,79.23,0,1,1
4.86,466.89,31.69,108.89,29.81,2,0,0
4.41,403.75,45.3,288.34,24.43,2,0,0
4.23,416.46,57.07,273.4,29.19,2,0,0
6.87,287.95,0.21,307.87,29.23,0,0,0
4.39,1599.3,592.04,768.97,40.86,0,1,1
5.43,478.06,64.15,271.85,20.23,2,0,0
6.57,347.35,29.99,318.98,27.04,0,0,0
6.84,395.61,18.11,345.22,26.64,0,0,0
6.57,247.44,48.59,322.71,23.86,0,0,0
7.14,393.59,23.65,303.0,28.09,0,0,0
6.56,366.1,12.23,342.55,26.31,0,0,0
7.02,306.4,27.3,324.28,24.18,0,0,0
5.19,562.82,25.07,265.67,21.89,2,0,1
6.52,299.38,20.72,342.14,26.95,0,0,0
7.39,306.19,32.74,382.89,22.68,0,0,0
7.75,884.87,184.21,285.58,25.79,1,0,1
4.22,537.24,64.21,161.87,25.84,2,0,1
6.14,608.64,103.36,361.13,25.6,1,0,1
8.19,1384.31,824.9,237.55,81.02,0,1,1
7.08,379.72,41.39,351.96,28.0,0,0,0
4.25,474.22,34.14,189.06,29.47,2,0,0
4.96,463.73,75.58,245.83,24.85,2,0,0
6.59,266.45,43.22,354.46,20.96,0,0,0
7.0,245.73,7.36,396.39,20.77,0,0,0
7.85,832.0,198.59,334.36,26.35,1,0,1
6.38,858.77,105.96,371.5,22.96,1,0,1
7.22,380.08,21.45,399.41,24.48,0,0,0
4.08,422.83,70.19,110.38,24.49,2,0,0
7.62,786.6,124.2,384.71,21.49,1,0,1
6.87,398.6,38.81,393.1,24.72,0,0,0
6.72,375.88,43.42,356.19,28.72,0,0,0
5.03,541.81,62.16,274.42,28.89,2,0,1
7.89,621.48,200.75,261.2,21.99,1,0,1
6.98,375.43,34.02,378.71,28.31,0,0,0
7.35,218.87,0.69,333.35,20.29,0,0,0
7.16,279.49,26.28,329.73,23.25,0,0,0
6.62,358.31,10.87,352.17,23.49,0,0,0
7.86,674.56,151.63,326.28,25.29,1,0,1
4.06,541.33,45.3,145.53,29.72,2,0,1
7.41,202.53,33.38,363.09,24.56,0,0,0
5.93,408.17,27.83,239.86,24.07,2,0,0
6.72,729.8,257.44,342.41,25.58,1,0,1
4.33,407.71,20.13,252.7,29.85,2,0,0
7.09,369.98,35.47,398.08,29.43,0,0,0
4.05,572.89,48.57,137.44,28.07,2,0,1
7.4,315.61,22.26,375.78,22.54,0,0,0
5.98,447.57,33.11,286.38,25.16,2,0,0
7.38,362.39,3.94,391.48,23.71,0,0,0
7.37,301.85,23.88,304.06,23.39,0,0,0
4.26,585.15,67.55,104.82,27.6,2,0,1
7.5,616.78,198.04,262.29,22.34,1,0,1
7.01,753.85,204.28,264.99,22.14,1,0,1
5.03,510.71,55.84,228.42,23.17,2,0,1
7.27,335.03,37.66,368.36,22.21,0,0,0
7.24,258.34,45.9,358.1,21.52,0,0,0
6.7,311.76,49.53,386.58,20.19,0,0,0
0.69,1897.47,869.8,890.48,89.82,0,1,1
7.11,386.8,34.61,373.28,24.08,0,0,0
7.41,201.66,11.93,340.93,27.2,0,0,0
7.98,805.71,189.35,372.81,27.2,1,0,1
7.05,573.48,281.52,305.71,20.88,1,0,1
4.15,578.65,78.64,280.31,23.23,2,0,1
7.13,786.3,167.7,351.17,20.89,1,0,1
7.49,507.28,106.23,332.15,24.05,1,0,1
10.47,1670.18,973.59,705.52,69.84,0,1,1
6.24,709.16,294.3,255.98,26.62,1,0,1
5.92,590.93,58.9,275.26,26.97,2,0,1
4.52,486.46,31.85,178.9,21.96,2,0,0
6.64,734.28,283.3,394.01,20.96,1,0,1
4.97,500.24,35.58,226.9,21.15,2,0,1
6.2,565.64,26.93,278.98,20.39,2,0,1
6.51,858.32,117.04,274.29,21.07,1,0,1
5.87,591.9,25.44,175.39,20.27,2,0,1
5.81,501.66,71.63,265.92,20.4,2,0,1
6.91,844.72,137.59,323.64,28.16,1,0,1
13.58,1910.58,654.71,531.36,70.84,0,1,1
6.75,359.69,11.25,350.56,21.25,0,0,0
6.67,325.17,46.88,361.93,25.82,0,0,0
6.27,653.37,152.19,399.99,24.31,1,0,1
7.4,303.72,20.75,349.71,29.42,0,0,0
10.16,1184.77,809.99,861.73,32.2,0,1,1
5.15,536.27,24.18,123.42,20.34,2,0,1
6.43,863.6,142.53,278.61,23.04,1,0,1
4.03,548.34,29.27,164.36,28.72,2,0,1
6.64,567.53,244.89,294.7,28.37,1,0,1
1.49,1636.04,984.4,-426.2,50.51,0,1,1
6.84,311.63,0.82,385.61,27.89,0,0,0
6.55,330.55,18.73,341.76,25.82,0,0,0
6.65,261.0,35.93,393.34,25.2,0,0,0
7.16,309.24,22.64,305.59,28.19,0,0,0
6.51,723.68,184.08,332.06,27.85,1,0,1
6.29,830.5,154.2,303.55,26.44,1,0,1
7.8,1261.8,488.96,555.39,66.07,0,1,1
4.41,1826.01,631.24,-147.42,9.22,0,1,1
7.94,642.61,189.2,365.67,20.53,1,0,1
6.06,823.19,132.61,332.0,24.79,1,0,1
4.95,412.32,58.79,173.79,25.42,2,0,0
6.59,765.47,263.66,380.58,28.29,1,0,1
6.99,373.39,41.99,321.99,28.79,0,0,0
5.23,1953.83,429.73,-378.29,95.61,0,1,1
6.95,227.35,13.15,300.62,29.15,0,0,0
6.65,276.13,12.3,319.08,25.51,0,0,0
6.02,525.04,164.52,324.48,20.27,1,0,1
4.47,549.26,29.04,277.56,26.25,2,0,1
9.48,1143.68,442.68,475.33,67.82,0,1,1
5.42,430.91,20.93,255.07,22.71,2,0,0
7.27,343.14,40.76,335.1,24.83,0,0,0
6.88,389.78,43.45,318.22,20.88,0,0,0
7.5,257.61,0.66,389.61,21.27,0,0,0
6.02,441.31,41.93,171.81,25.97,2,0,0
7.13,340.37,36.49,319.94,21.16,0,0,0
5.19,533.22,51.31,189.83,20.34,2,0,1
6.4,639.21,282.49,291.49,22.79,1,0,1
7.15,295.38,3.76,358.8,29.92,0,0,0
10.89,1685.81,646.47,822.77,62.22,0,1,1
6.1,692.42,275.36,285.57,26.58,1,0,1
6.5,280.5,16.44,318.24,20.34,0,0,0
6.99,229.06,49.87,393.11,20.12,0,0,0
7.07,344.42,22.85,338.09,27.13,0,0,0
7.44,344.11,4.15,377.23,28.89,0,0,0
6.74,340.39,21.93,363.74,21.49,0,0,0
1.32,1469.84,448.73,150.69,35.77,0,1,1
5.24,523.86,48.69,252.65,26.51,2,0,1
5.95,573.7,30.45,177.39,28.02,2,0,1
7.48,257.59,42.28,370.85,23.54,0,0,0
7.42,803.79,182.78,331.66,25.09,1,0,1
7.52,599.5,252.28,290.99,28.79,1,0,1
4.01,459.11,27.0,117.39,28.99,2,0,0
7.44,792.6,185.1,291.8,22.59,1,0,1
4.7,1361.94,422.15,11.29,38.27,0,1,1
7.0,233.03,26.04,308.97,28.0,0,0,0
4.37,552.98,39.41,243.34,24.79,2,0,1
7.45,323.03,49.93,335.27,26.04,0,0,0
7.4,385.81,8.14,386.44,24.75,0,0,0
7.06,350.62,27.71,301.93,26.87,0,0,0
7.07,282.88,9.4,348.51,20.69,0,0,0
7.09,362.85,47.31,331.78,24.14,0,0,0
6.72,251.52,7.71,333.36,24.4,0,0,0
6.02,547.61,45.75,166.08,20.08,2,0,1
4.91,415.99,39.3,132.48,29.51,2,0,0
6.78,321.35,33.28,369.44,22.53,0,0,0
7.16,569.38,177.73,315.68,23.24,1,0,1
6.39,876.51,233.66,276.53,21.02,1,0,1
5.1,409.05,56.53,108.43,23.14,2,0,0
6.7,203.45,38.24,380.61,29.44,0,0,0
7.55,803.27,161.5,284.08,28.36,1,0,1
5.84,472.44,52.73,225.5,20.83,2,0,0
7.84,668.08,168.84,292.24,20.97,1,0,1
6.92,756.26,271.4,324.91,25.93,1,0,1
7.26,617.33,250.27,261.84,24.86,1,0,1
4.15,467.0,24.31,147.34,27.76,2,0,0
5.64,426.38,79.6,156.39,22.34,2,0,0
6.18,535.25,207.93,282.02,26.51,1,0,1
7.34,352.53,21.13,356.35,25.24,0,0,0
6.72,392.05,45.02,388.16,24.31,0,0,0
6.77,339.17,23.24,397.29,21.09,0,0,0
6.92,239.85,28.53,313.93,20.22,0,0,0
6.6,296.96,24.49,392.29,24.26,0,0,0
7.37,234.3,30.6,305.99,24.57,0,0,0
6.04,625.11,199.62,340.12,23.18,1,0,1
6.52,257.73,22.5,329.74,21.6,0,0,0
7.75,588.51,117.01,397.23,28.96,1,0,1
7.04,264.04,17.24,398.45,27.63,0,0,0
6.66,537.65,280.68,309.75,28.13,1,0,1
7.12,243.16,3.03,358.66,23.89,0,0,0
4.7,412.74,21.76,136.67,20.5,2,0,0
6.18,500.86,44.02,124.9,29.29,2,0,1
6.84,353.73,7.93,384.63,29.45,0,0,0
7.33,203.75,47.52,306.24,24.95,0,0,0
5.3,467.13,73.0,158.51,24.03,2,0,0
7.06,239.65,0.63,313.0,27.05,0,0,0
6.43,1785.42,989.61,84.4,16.11,0,1,1
6.76,288.98,21.51,384.93,20.48,0,0,0
6.87,322.14,10.2,301.93,22.82,0,0,0
7.19,282.02,41.95,372.3,28.9,0,0,0
5.12,422.97,29.42,170.93,27.99,2,0,0
7.39,356.77,35.56,354.73,20.98,0,0,0
4.96,1885.87,617.79,384.1,3.17,0,1,1
7.18,667.62,127.99,296.99,28.77,1,0,1
6.42,796.03,259.46,363.14,21.34,1,0,1
6.34,579.5,64.69,292.32,23.64,2,0,1
6.8,258.9,18.72,343.68,23.97,0,0,0
7.03,702.3,240.36,359.18,26.02,1,0,1
6.46,518.36,231.13,387.65,25.66,1,0,1
7.05,327.74,45.28,363.7,27.79,0,0,0
7.85,764.92,293.03,266.61,27.76,1,0,1
6.52,1301.1,693.94,613.05,15.75,0,1,1
4.77,506.95,40.35,185.99,28.17,2,0,1
5.78,512.09,27.94,266.34,23.88,2,0,1
6.2,675.64,275.6,272.65,20.65,1,0,1
7.21,895.14,178.64,298.41,24.18,1,0,1
6.18,607.11,150.27,399.42,22.73,1,0,1
7.37,317.46,4.25,321.15,26.15,0,0,0
5.22,402.3,35.44,125.25,20.07,2,0,0
6.77,211.11,4.69,303.23,25.87,0,0,0
6.33,633.59,247.21,317.4,22.88,1,0,1
7.88,791.28,163.22,302.35,24.49,1,0,1
4.37,490.89,73.88,148.65,26.65,2,0,0
5.77,581.04,29.05,278.22,28.31,2,0,1
7.2,213.75,25.74,377.31,29.04,0,0,0
4.66,412.49,79.06,297.04,20.45,2,0,0
7.38,247.85,42.03,390.62,21.32,0,0,0
4.64,426.44,54.38,210.3,21.87,2,0,0
7.36,688.08,202.36,348.7,29.89,1,0,1
6.85,383.44,35.2,326.81,29.02,0,0,0
6.75,283.63,3.18,340.3,28.07,0,0,0
6.64,211.14,44.33,306.66,20.98,0,0,0
6.62,234.77,47.6,338.37,22.69,0,0,0
7.39,368.97,24.59,371.69,26.31,0,0,0
5.98,500.66,48.64,113.73,23.9,2,0,1
6.49,576.12,209.55,294.93,27.85,1,0,1
6.33,659.39,127.46,255.06,27.26,1,0,1
7.23,235.76,38.43,312.97,29.66,0,0,0
6.02,573.94,186.0,310.55,24.41,1,0,1
5.88,591.03,27.42,153.87,20.52,2,0,1
6.73,349.18,42.2,382.67,26.07,0,0,0
7.55,563.71,246.74,289.92,20.58,1,0,1
7.3,383.17,24.28,355.1,22.08,0,0,0
7.12,239.25,12.67,372.32,28.99,0,0,0
7.14,339.5,20.93,301.78,29.32,0,0,0
4.85,519.51,37.45,260.31,27.61,2,0,1
7.25,345.59,13.79,301.32,29.81,0,0,0
7.27,300.24,46.25,300.09,24.72,0,0,0
5.4,478.88,47.01,233.44,22.87,2,0,0
6.27,540.13,144.47,398.4,25.88,1,0,1
5.39,439.58,26.37,262.17,28.03,2,0,0
7.19,224.41,13.0,395.35,29.82,0,0,0
6.65,316.09,29.73,353.76,28.72,0,0,0
6.7,205.98,17.81,392.92,27.98,0,0,0
7.09,348.97,46.11,337.95,24.41,0,0,0
7.21,312.62,28.67,308.88,26.72,0,0,0
6.67,1514.69,575.98,311.36,52.0,0,1,1
5.44,467.09,60.65,200.22,27.8,2,0,0
6.25,483.92,73.27,108.41,25.24,2,0,0
6.39,718.75,202.7,313.09,21.63,1,0,1
7.24,676.75,250.09,301.01,20.22,1,0,1
6.02,446.94,76.85,212.02,27.04,2,0,0
6.9,229.79,46.19,388.01,28.34,0,0,0
7.03,303.56,19.32,343.7,22.79,0,0,0
6.8,388.9,6.87,353.17,25.06,0,0,0
4.86,557.67,45.66,134.8,23.1,2,0,1
7.73,603.18,127.62,329.41,29.69,1,0,1
5.0,544.94,67.02,227.27,23.65,2,0,1
7.48,388.69,49.2,382.62,22.03,0,0,0
5.86,419.74,42.11,218.72,25.65,2,0,0
5.45,548.0,23.47,246.98,22.31,2,0,1
6.69,328.05,34.15,378.42,23.86,0,0,0
6.94,707.81,115.08,320.62,24.71,1,0,1
5.29,511.25,53.83,259.38,20.59,2,0,1
6.56,888.09,236.76,370.77,21.96,1,0,1
6.25,577.1,64.88,237.16,23.84,2,0,1
6.86,301.56,30.09,300.63,23.99,0,0,0
7.4,240.21,12.81,310.16,26.12,0,0,0
7.84,813.85,161.49,333.39,25.64,1,0,1
6.38,507.56,183.43,271.28,29.22,1,0,1
6.64,704.31,226.52,389.87,21.24,1,0,1
6.59,647.24,269.39,323.18,23.08,1,0,1
4.88,560.84,79.75,206.26,29.97,2,0,1
6.75,369.99,32.47,364.77,20.51,0,0,0
5.79,586.48,49.43,219.2,27.1,2,0,1
6.93,360.0,12.55,365.95,21.28,0,0,0
3.52,1795.96,594.74,831.88,68.4,0,1,1
8.74,1563.11,762.96,331.66,70.95,0,1,1
7.47,388.55,6.38,393.44,28.11,0,0,0
5.34,415.76,69.57,267.05,28.65,2,0,0
10.22,1539.65,591.21,203.53,12.17,0,1,1
4.52,550.82,30.57,206.72,28.51,2,0,1
7.96,546.93,237.37,268.61,25.51,1,0,1
7.87,736.83,298.42,375.05,29.09,1,0,1
6.66,503.57,263.77,343.41,27.8,1,0,1
5.25,422.36,77.53,210.15,20.74,2,0,0
8.0,745.55,123.44,384.31,27.22,1,0,1
6.38,801.21,135.98,297.54,28.36,1,0,1
6.71,215.37,8.13,399.08,22.91,0,0,0
6.77,653.01,267.23,392.64,21.84,1,0,1
6.25,511.94,33.06,252.35,27.85,2,0,1
5.38,433.39,36.48,226.65,24.52,2,0,0
5.7,444.04,70.48,273.16,27.6,2,0,0
6.52,511.5,135.93,327.14,24.66,1,0,1
7.11,263.78,11.72,343.04,24.52,0,0,0
6.57,397.91,12.07,308.72,22.1,0,0,0
4.89,560.81,41.71,149.33,28.8,2,0,1
2.43,1444.39,769.17,-76.92,49.97,0,1,1
7.83,764.55,242.63,349.81,22.59,1,0,1
7.06,268.37,34.87,365.45,29.39,0,0,0
3.87,1319.05,492.77,-386.52,92.01,0,1,1
5.72,513.16,49.31,298.02,23.94,2,0,1
6.16,549.59,39.51,260.74,20.16,2,0,1
7.19,789.43,205.07,275.61,21.03,1,0,1
7.36,214.77,45.2,395.74,25.04,0,0,0
5.37,428.05,77.18,149.37,22.32,2,0,0
6.56,253.84,38.43,330.37,22.5,0,0,0
4.8,510.84,25.0,212.92,20.74,2,0,1
7.28,734.45,109.61,327.02,28.68,1,0,1
7.39,399.29,1.24,368.1,29.28,0,0,0
6.93,681.29,145.59,293.45,27.69,1,0,1
5.41,579.41,46.74,100.15,22.85,2,0,1
6.32,469.75,43.29,204.91,21.3,2,0,0
6.71,241.9,11.61,398.31,22.23,0,0,0
7.24,269.8,49.52,319.44,23.69,0,0,0
6.5,852.4,250.13,369.39,20.99,1,0,1
6.1,759.64,220.66,308.25,23.6,1,0,1
6.37,869.55,270.49,394.24,22.4,1,0,1
6.78,399.96,33.45,387.03,26.78,0,0,0
4.59,598.98,41.99,286.29,28.38,2,0,1
6.87,228.87,40.38,372.13,28.77,0,0,0
4.43,529.24,20.04,217.05,26.58,2,0,1
7.42,293.45,23.64,368.89,25.67,0,0,0
6.79,229.44,43.18,346.66,26.86,0,0,0
7.56,515.94,241.27,308.8,25.86,1,0,1
3.35,1071.17,656.94,-251.86,1.31,0,1,1
6.55,317.35,39.72,304.52,29.44,0,0,0
6.62,321.92,47.25,328.94,23.98,0,0,0
7.1,717.84,215.14,277.99,26.3,1,0,1
7.44,319.58,6.01,309.08,23.2,0,0,0
7.3,265.87,41.43,319.29,20.35,0,0,0
6.27,712.98,145.71,394.06,27.09,1,0,1
6.94,233.52,47.8,397.78,25.69,0,0,0
6.68,268.11,49.21,302.6,27.01,0,0,0
6.6,291.87,44.49,312.84,23.35,0,0,0
7.84,1062.99,865.06,463.27,15.31,0,1,1
6.32,633.38,220.04,316.5,26.2,1,0,1
8.93,1507.32,532.93,272.88,69.02,0,1,1
7.37,894.91,271.22,322.33,25.46,1,0,1
6.7,753.1,284.55,324.33,20.75,1,0,1
6.07,656.57,149.5,299.12,20.24,1,0,1
4.12,480.24,24.7,125.96,29.88,2,0,0
5.39,495.31,29.13,178.38,26.04,2,0,0
0.95,1498.92,681.86,125.38,98.08,0,1,1
7.64,683.44,275.74,390.54,20.74,1,0,1
1.71,1804.38,464.59,716.18,10.95,0,1,1
6.8,527.9,271.52,273.2,28.6,1,0,1
13.74,1469.62,481.87,-442.32,5.0,0,1,1
6.42,783.84,286.67,330.03,24.79,1,0,1
6.86,294.39,33.11,315.46,20.17,0,0,0
12.67,1206.1,632.69,-279.71,63.79,0,1,1
6.56,770.14,253.53,398.24,21.8,1,0,1
5.07,1489.94,403.8,280.37,6.23,0,1,1
9.84,1434.29,529.97,584.98,24.1,0,1,1
5.56,521.99,56.08,215.2,24.8,2,0,1
7.03,324.08,1.43,399.16,21.27,0,0,0
7.66,513.04,104.34,256.63,29.99,1,0,1
6.79,386.27,44.29,371.33,24.24,0,0,0
5.94,466.44,44.63,242.4,26.12,2,0,0
6.22,665.9,197.53,257.54,27.06,1,0,1
4.65,402.53,65.32,234.57,27.02,2,0,0
6.78,331.47,38.8,358.21,26.71,0,0,0
6.09,848.1,189.95,253.5,22.89,1,0,1
12.13,1179.18,546.22,801.61,68.52,0,1,1
7.19,310.17,26.0,304.33,26.87,0,0,0
5.66,574.13,65.02,290.58,28.54,2,0,1
5.49,555.15,72.81,284.45,28.97,2,0,1
4.06,434.61,77.8,234.07,20.83,2,0,0
6.63,643.45,282.47,367.22,23.22,1,0,1
6.98,671.85,104.32,273.89,22.38,1,0,1
4.26,477.74,28.42,163.67,28.69,2,0,0
7.2,209.97,3.48,382.02,29.27,0,0,0
7.05,393.69,29.17,381.55,20.24,0,0,0
7.14,252.34,28.82,331.19,25.57,0,0,0
7.63,532.08,214.39,253.87,20.65,1,0,1
7.12,213.84,10.64,307.95,27.95,0,0,0
6.53,214.15,5.21,350.35,24.71,0,0,0
7.35,236.99,8.62,309.53,21.16,0,0,0
7.8,713.01,162.46,259.63,20.0,1,0,1
4.18,446.33,70.62,153.02,22.39,2,0,0
6.42,1133.56,541.66,729.75,6.04,0,1,1
5.53,456.53,49.49,188.94,23.36,2,0,0
7.26,271.23,9.41,333.91,25.54,0,0,0
7.57,662.73,206.04,324.62,26.62,1,0,1
5.62,456.62,29.93,141.19,22.23,2,0,0
5.25,448.47,34.71,104.4,26.51,2,0,0
6.6,333.36,13.72,345.77,22.39,0,0,0
6.79,360.74,10.08,321.19,26.22,0,0,0
6.53,320.58,1.0,326.76,25.6,0,0,0
6.64,205.78,43.93,320.5,26.8,0,0,0
6.99,660.38,207.27,360.04,29.28,1,0,1
7.4,717.78,114.81,396.03,29.06,1,0,1
4.16,1765.14,909.27,514.74,77.99,0,1,1
7.47,796.38,118.0,261.63,25.12,1,0,1
5.22,452.07,30.87,149.79,25.2,2,0,0
6.77,375.58,22.11,335.87,22.26,0,0,0
6.88,289.33,6.38,324.52,21.48,0,0,0
7.37,265.96,30.67,332.4,23.12,0,0,0
5.56,569.63,51.58,267.96,29.6,2,0,1
6.64,364.36,24.85,379.92,27.75,0,0,0
6.94,316.75,5.57,324.11,26.26,0,0,0
4.1,1477.79,825.34,-113.72,35.69,0,1,1
4.04,426.81,60.99,134.66,27.47,2,0,0
5.13,597.55,61.87,147.0,23.02,2,0,1
7.21,325.35,18.82,374.36,20.01,0,0,0
7.35,711.29,150.02,333.25,28.41,1,0,1
4.08,599.05,73.28,245.26,29.18,2,0,1
6.61,628.78,267.55,372.33,25.3,1,0,1
4.91,481.48,27.17,138.49,23.84,2,0,0
6.52,362.13,32.72,363.61,25.71,0,0,0
7.34,298.27,16.89,387.61,24.09,0,0,0
6.97,202.78,24.04,324.07,25.28,0,0,0
7.24,335.54,4.91,384.06,27.18,0,0,0
7.23,236.59,42.44,324.16,20.69,0,0,0
5.99,595.51,28.23,210.22,20.62,2,0,1
6.17,409.52,74.47,282.06,26.59,2,0,0
7.07,252.16,1.79,333.75,28.7,0,0,0
6.88,381.32,21.68,372.83,20.47,0,0,0
7.2,315.61,41.59,333.18,21.85,0,0,0
5.14,568.98,57.86,113.43,29.67,2,0,1
6.66,353.33,36.51,374.61,23.19,0,0,0
7.13,517.94,287.38,348.94,20.18,1,0,1
6.84,203.42,42.47,303.58,26.16,0,0,0
5.5,481.18,40.41,101.09,24.64,2,0,0
5.33,451.39,34.06,171.93,23.93,2,0,0
6.29,852.57,295.64,367.76,26.57,1,0,1
6.86,304.08,34.63,336.43,28.93,0,0,0
12.43,1392.65,465.63,-270.74,28.44,0,1,1
7.04,364.88,26.51,361.4,24.1,0,0,0
6.98,742.52,190.45,308.75,24.97,1,0,1
6.75,1857.67,518.52,-182.8,8.57,0,1,1
7.55,874.83,245.13,278.13,22.02,1,0,1
7.57,761.87,200.6,331.74,24.57,1,0,1
7.03,238.92,6.41,372.09,20.85,0,0,0
7.29,340.42,32.89,392.35,24.51,0,0,0
7.02,246.65,6.34,350.21,26.75,0,0,0
4.24,479.67,75.85,197.82,22.03,2,0,0
5.29,567.1,30.42,178.19,21.6,2,0,1
4.16,567.65,20.42,275.62,21.83,2,0,1
6.99,365.56,17.16,348.81,29.03,0,0,0
6.74,296.21,22.23,342.26,29.32,0,0,0
5.41,518.42,22.76,113.71,20.95,2,0,1
6.08,807.01,204.65,270.89,27.69,1,0,1
5.36,573.0,74.09,204.99,29.8,2,0,1
7.44,326.82,2.37,315.72,23.96,0,0,0
6.94,596.97,279.01,265.43,22.85,1,0,1
6.62,311.81,6.1,341.51,27.98,0,0,0
7.24,286.62,7.8,352.85,27.79,0,0,0
7.27,591.47,144.55,381.56,22.95,1,0,1
5.96,519.63,29.45,148.47,28.61,2,0,1
7.07,323.66,43.25,310.75,28.32,0,0,0
6.34,456.74,63.56,114.57,24.48,2,0,0
5.2,444.53,72.0,119.23,28.58,2,0,0
0.9,1996.58,679.93,29.22,71.97,0,1,1
7.25,305.62,31.98,323.24,29.64,0,0,0
7.36,250.97,42.81,322.06,23.95,0,0,0
7.42,353.55,39.99,334.59,25.59,0,0,0
5.72,409.17,36.03,129.42,24.94,2,0,0
6.95,346.79,37.72,323.95,21.93,0,0,0
7.41,508.33,184.75,288.8,22.45,1,0,1
7.27,215.9,9.81,328.7,27.43,0,0,0
6.72,857.67,185.5,337.82,23.45,1,0,1
7.06,219.69,35.29,368.03,22.66,0,0,0
